id_med;nome;preco;lab;uni_emb;formato;dosagem;quantidade;;;;
5722319;Gabapentina Generis;11,02;Generis Farmacêutica, S.A.;60;Cáps.;400 mg;0;;;;
5721774;Clozapina ratiopharm;12,84;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp.;100 mg;0;;;;
5725908;Clozapina ratiopharm;5,01;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp.;25 mg;0;;;;
5723473;Dutasterida Aristo;13,31;Aristo Pharma Iberia, SL;60;Cáps. mole;0.5 mg;0;;;;
5726625;Rosuvastatina TAD;6,68;TAD pharma GmbH;60;Comp. revest. p/ película;5 mg;0;;;;
5726633;Rosuvastatina TAD;9,36;TAD pharma GmbH;60;Comp. revest. p/ película;10 mg;0;;;;
5722517;Topiramato Generis;19,59;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;100 mg;0;;;;
5722475;Topiramato Generis;8,41;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;25 mg;0;;;;
5722525;Topiramato Generis;57,65;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;200 mg;0;;;;
5722509;Topiramato Generis;16,99;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;50 mg;0;;;;
5718317;Rosuvastatina Generis;18,51;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;10 mg;0;;;;
5718275;Rosuvastatina Generis;16,08;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;5 mg;0;;;;
5719257;Quetiapina Generis;18,03;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;100 mg;0;;;;
5719232;Quetiapina Generis;27,67;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;200 mg;0;;;;
5719703;Naproxeno Generis;3,85;Generis Farmacêutica, S.A.;60;Comp.;250 mg;0;;;;
5719729;Naproxeno Generis;9,32;Generis Farmacêutica, S.A.;60;Comp.;500 mg;0;;;;
5723374;Glimepirida Generis Phar;5,91;Generis Farmacêutica, S.A.;60;Comp.;3 mg;0;;;;
5723366;Glimepirida Generis Phar;4,26;Generis Farmacêutica, S.A.;60;Comp.;2 mg;0;;;;
5723358;Glimepirida Generis Phar;3,72;Generis Farmacêutica, S.A.;60;Comp.;1 mg;0;;;;
5723408;Glimepirida Generis Phar;6,2;Generis Farmacêutica, S.A.;60;Comp.;4 mg;0;;;;
3352788;Omeprazol Mylan;8,5;Mylan, Lda.;56;Cáps. gastrorresistente;20 mg;0;;;;
4620886;Fluoxetina Alter 20 mg Cápsulas;6,21;Alter, S.A.;56;Cáps.;20 mg;0;;;;
3431483;Enalapril Ciclum 20 mg comprimidos;8,2;Ciclum Farma Unipessoal, Lda.;56;Comp.;20 mg;0;;;;
4012886;Omeprazol Ripzen;5,49;Alter, S.A.;56;Cáps. gastrorresistente;20 mg;0;;;;
4735999;Omeprazol Medinfar;23,84;Laboratório Medinfar - Produtos Farmacêuticos, S.A.;56;Cáps. gastrorresistente;20 mg;0;;;;
3431384;Enalapril Hidroclorotiazida Ciclum 20 mg + 12,5 mg Comprimidos;8,12;Ciclum Farma Unipessoal, Lda.;56;Comp.;20 mg + 12.5 mg;0;;;;
4618989;Fluoxetina Pharmakern;5,6;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;56;Cáps.;20 mg;0;;;;
4582284;Fluoxetina Generis;11,19;Generis Farmacêutica, S.A.;56;Cáps.;20 mg;0;;;;
4821690;Omeprazol GP 20 mg Cápsulas;5,9;GP - Genéricos Portugueses, Lda.;56;Cáps. gastrorresistente;20 mg;0;;;;
5368295;Lisinopril Bluepharma;8,19;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Comp.;20 mg;0;;;;
3665882;Lisinopril Ciclum;5,06;Ciclum Farma Unipessoal, Lda.;56;Comp.;20 mg;0;;;;
5850193;Mirtazapina Psidep 15 mg Comprimidos Revestidos;9,68;Laboratórios Atral, S.A.;56;Comp. revest.;15 mg;0;;;;
5166699;Lamotrigina Jaba 25 mg Comprimidos;3,79;Jaba Recordati, S.A.;56;Comp.;25 mg;0;;;;
5089982;Carvedilol Ciclum 25 mg Comprimidos;7,9;Ciclum Farma Unipessoal, Lda.;56;Comp.;25 mg;0;;;;
5085683;Carvedilol Ciclum 6,25 mg Comprimidos;4,3;Ciclum Farma Unipessoal, Lda.;56;Comp.;6.25 mg;0;;;;
3340486;Omeprazol Omezolan 20 mg Cápsulas Gastrorresistentes;3,36;Aristo Pharma Iberia, SL;56;Cáps. gastrorresistente;20 mg;0;;;;
5249487;Omeprazol Generis;8,5;Generis Farmacêutica, S.A.;56;Cáps. gastrorresistente;20 mg;0;;;;
4971586;Ramipril Alter 2,5 mg Cápsulas;5,33;Alter, S.A.;56;Cáps.;2.5 mg;0;;;;
4972188;Ramipril Alter 5 mg Cápsulas;6,36;Alter, S.A.;56;Cáps.;5 mg;0;;;;
4974283;Ramipril Alter 10 mg Cápsulas;12,55;Alter, S.A.;56;Cáps.;10 mg;0;;;;
4919288;Felodipina Mylan;15,92;Mylan, Lda.;56;Comp. libert. prolong.;10 mg;0;;;;
4918389;Felodipina Mylan;9,81;Mylan, Lda.;56;Comp. libert. prolong.;5 mg;0;;;;
4867081;Ramipril Romace;4,87;Pentafarma - Sociedade Técnico-Medicinal, S.A.;56;Cáps.;1.25 mg;0;;;;
4867685;Ramipril Romace;4,85;Pentafarma - Sociedade Técnico-Medicinal, S.A.;56;Cáps.;2.5 mg;0;;;;
4868287;Ramipril Romace;5,04;Pentafarma - Sociedade Técnico-Medicinal, S.A.;56;Cáps.;5 mg;0;;;;
4868881;Ramipril Romace;12,55;Pentafarma - Sociedade Técnico-Medicinal, S.A.;56;Cáps.;10 mg;0;;;;
4989786;Carvedilol Mylan;5,67;Mylan, Lda.;56;Comp. revest. p/ película;6.25 mg;0;;;;
4990388;Carvedilol Mylan;10,84;Mylan, Lda.;56;Comp. revest. p/ película;25 mg;0;;;;
5065487;Bisoprolol Sandoz 5 mg Comprimidos revestidos;5,01;Sandoz Farmacêutica, Lda.;56;Comp. revest. p/ película;5 mg;0;;;;
5113881;Bisoprolol Sandoz 10 mg Comprimidos revestidos;8,15;Sandoz Farmacêutica, Lda.;56;Comp. revest. p/ película;10 mg;0;;;;
5138995;Ramipril Limeg;9;Generis Farmacêutica, S.A.;56;Cáps.;5 mg;0;;;;
5142591;Ramipril Mepha;23,24;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;56;Cáps.;10 mg;0;;;;
5142195;Ramipril Mepha;12,21;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;56;Cáps.;5 mg;0;;;;
5266580;Omeprazol Aurovitas;5,95;Generis Farmacêutica, S.A.;56;Cáps. gastrorresistente;20 mg;0;;;;
4403689;Carvedilol Sandoz;5,49;Sandoz Farmacêutica, Lda.;56;Comp.;6.25 mg;0;;;;
4887295;Ramipril GP;6,68;GP - Genéricos Portugueses, Lda.;56;Cáps.;5 mg;0;;;;
5153788;Lisinopril + hidroclorotiazida Mylan;9,97;Mylan, Lda.;56;Comp.;20 mg + 12.5 mg;0;;;;
5163886;Lamotrigina Generis Phar;4,65;Generis Farmacêutica, S.A.;56;Comp.;25 mg;0;;;;
5164884;Lamotrigina Mylan;5,61;Mylan, Lda.;56;Comp.;50 mg;0;;;;
5164280;Lamotrigina Generis Phar;11,94;Generis Farmacêutica, S.A.;56;Comp.;100 mg;0;;;;
5164488;Lamotrigina Generis Phar;22,55;Generis Farmacêutica, S.A.;56;Comp.;200 mg;0;;;;
5164686;Lamotrigina Mylan;4,65;Mylan, Lda.;56;Comp.;25 mg;0;;;;
5164082;Lamotrigina Generis Phar;5,61;Generis Farmacêutica, S.A.;56;Comp.;50 mg;0;;;;
5165089;Lamotrigina Mylan;11,94;Mylan, Lda.;56;Comp.;100 mg;0;;;;
5159074;Lercanidipina Jaba;6,2;Jaba Recordati, S.A.;56;Comp. revest. p/ película;10 mg;0;;;;
5276183;Lansoprazol Aurovitas;8,31;Generis Farmacêutica, S.A.;56;Cáps. gastrorresistente;15 mg;0;;;;
5276589;Lansoprazol Aurovitas;15,86;Generis Farmacêutica, S.A.;56;Cáps. gastrorresistente;30 mg;0;;;;
5289699;Bisoprolol Limeg;8,15;Generis Farmacêutica, S.A.;56;Comp. revest.;10 mg;0;;;;
5289392;Bisoprolol Limeg;5,05;Generis Farmacêutica, S.A.;56;Comp. revest.;5 mg;0;;;;
5290598;Bisoprolol Jaba 5 mg Comprimidos revestidos;2,99;Jaba Recordati, S.A.;56;Comp. revest.;5 mg;0;;;;
5290895;Bisoprolol Jaba 10 mg Comprimidos revestidos;5,19;Jaba Recordati, S.A.;56;Comp. revest.;10 mg;0;;;;
5293683;Lansoprazol Alter 15 mg Cápsulas gastrorresistentes;8,31;Alter, S.A.;56;Cáps. gastrorresistente;15 mg;0;;;;
5293980;Lansoprazol Alter 30 mg Cápsulas gastrorresistentes;13,92;Alter, S.A.;56;Cáps. gastrorresistente;30 mg;0;;;;
3948080;Enalapril Hidroclorotiazida Generis 20 mg + 12,5 mg Comprimidos;8,55;Generis Farmacêutica, S.A.;56;Comp.;20 mg + 12.5 mg;0;;;;
4071189;Felodipina Aurovitas;15,92;Generis Farmacêutica, S.A.;56;Comp. libert. prolong.;10 mg;0;;;;
3870482;Omeprazol Mylan;11;Mylan, Lda.;56;Cáps. gastrorresistente;40 mg;0;;;;
4300489;Lisinopril + Hidroclorotiazida Aurovitas;11;Generis Farmacêutica, S.A.;56;Comp.;20 mg + 12.5 mg;0;;;;
5032495;Omeprazol Gasec 20 mg Cápsulas duras gastrorresistentes;6,68;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;56;Cáps. gastrorresistente;20 mg;0;;;;
5297288;Lansoprazol Teva;5,19;Teva Pharma - Produtos Farmacêuticos, Lda.;56;Cáps. gastrorresistente;30 mg;0;;;;
5296983;Lansoprazol Teva;6,2;Teva Pharma - Produtos Farmacêuticos, Lda.;56;Cáps. gastrorresistente;15 mg;0;;;;
5302781;Lansoprazol Generis;8,31;Generis Farmacêutica, S.A.;56;Cáps. gastrorresistente;15 mg;0;;;;
5296389;Lansoprazol Gastroliber;8,23;Pentafarma - Sociedade Técnico-Medicinal, S.A.;56;Cáps. gastrorresistente;15 mg;0;;;;
5296686;Lansoprazol Tetrafarma 30 mg Cápsulas gastrorresistentes;13,63;Tetrafarma - Produtos Farmacêuticos, Lda.;56;Cáps. gastrorresistente;30 mg;0;;;;
5301080;Lansoprazol Sandoz 15 mg Cápsulas gastrorresistentes;8,31;Sandoz Farmacêutica, Lda.;56;Cáps. gastrorresistente;15 mg;0;;;;
5301387;Lansoprazol Sandoz 30 mg Cápsulas gastrorresistentes;9,35;Sandoz Farmacêutica, Lda.;56;Cáps. gastrorresistente;30 mg;0;;;;
5763388;Enalapril Generis 20 mg Comprimidos;8,22;Generis Farmacêutica, S.A.;56;Comp.;20 mg;0;;;;
5368196;Lisinopril Bluepharma;4,99;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Comp.;5 mg;0;;;;
5799192;Lisinopril + Hidroclorotiazida Basi;8,31;Laboratórios Basi - Indústria Farmacêutica, S.A;56;Comp.;20 mg + 12.5 mg;0;;;;
4807996;Fluoxetina GP 20 mg Cápsulas;7,8;GP - Genéricos Portugueses, Lda.;56;Cáps.;20 mg;0;;;;
5879390;Mirtazapina Psidep 30 mg Comprimidos Revestidos;19,3;Laboratórios Atral, S.A.;56;Comp. revest.;30 mg;0;;;;
5602982;Losartan Alter;4,71;Alter, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
5603386;Losartan Alter;9,4;Alter, S.A.;56;Comp. revest. p/ película;100 mg;0;;;;
5602180;Losartan GP;6,6;GP - Genéricos Portugueses, Lda.;56;Comp. revest. p/ película;50 mg;0;;;;
5602586;Losartan GP;12,3;GP - Genéricos Portugueses, Lda.;56;Comp. revest. p/ película;100 mg;0;;;;
5532395;Losartan + Hidroclorotiazida Jaba 50 mg + 12,5 mg Comprimidos revestidos;4,21;Jaba Recordati, S.A.;56;Comp. revest.;50 mg + 12.5 mg;0;;;;
5532098;Losartan + Hidroclorotiazida Mepha 50 mg + 12,5 mg Comprimidos revestidos;17,09;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;56;Comp. revest.;50 mg + 12.5 mg;0;;;;
5595582;Losartan Generis;11,39;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
5596184;Losartan Generis;18,57;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;100 mg;0;;;;
5612288;Sertralina Ratiopharm;5,23;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;56;Comp. revest. p/ película;50 mg;0;;;;
5612585;Sertralina Ratiopharm;8,02;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;56;Comp. revest. p/ película;100 mg;0;;;;
5596788;Losartan Sartal;11,71;Alter, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
5597281;Losartan Sartal;18,57;Alter, S.A.;56;Comp. revest. p/ película;100 mg;0;;;;
5779384;Ramipril + Hidroclorotiazida Generis 5 mg + 25 mg Comprimidos;8,32;Generis Farmacêutica, S.A.;56;Comp.;5 mg + 25 mg;0;;;;
5778980;Ramipril + Hidroclorotiazida Generis 2,5 mg + 12,5 mg Comprimidos;5;Generis Farmacêutica, S.A.;56;Comp.;2.5 mg + 12.5 mg;0;;;;
5862586;Carvedilol Generis Phar;5,75;Generis Farmacêutica, S.A.;56;Comp.;6.25 mg;0;;;;
4829289;Carvedilol Krka;5,67;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;56;Comp.;6.25 mg;0;;;;
4831681;Carvedilol Krka;10,84;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;56;Comp.;25 mg;0;;;;
5369590;Finasterida Bluepharma;10,77;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Comp. revest.;5 mg;0;;;;
5368998;Finasterida Limeg;10,85;Generis Farmacêutica, S.A.;56;Comp. revest.;5 mg;0;;;;
5623889;Sertralina Sertabal;7,8;Baldacci - Portugal, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
5624184;Sertralina Sertabal;11,91;Baldacci - Portugal, S.A.;56;Comp. revest. p/ película;100 mg;0;;;;
5328786;Ramipril + Hidroclorotiazida Sandoz 5 mg + 25 mg Comprimidos;8,32;Sandoz Farmacêutica, Lda.;56;Comp.;5 mg + 25 mg;0;;;;
5137872;Escitalopram Pharmakern;15,81;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;56;Comp. revest. p/ película;10 mg;0;;;;
4840385;Lisinopril + Hidroclorotiazida Sandoz 20 mg + 12,5 mg Comprimidos;11;Sandoz Farmacêutica, Lda.;56;Comp.;20 mg + 12.5 mg;0;;;;
5170618;Cilazapril + Hidroclorotiazida Krka;12,76;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;56;Comp. revest. p/ película;5 mg + 12.5 mg;0;;;;
5172317;Cilazapril Generis;9,38;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;2.5 mg;0;;;;
5616297;Losartan Limeg;8,5;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
5617493;Losartan Jaba;4,42;Jaba Recordati, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
5617790;Losartan Jaba;9,8;Jaba Recordati, S.A.;56;Comp. revest. p/ película;100 mg;0;;;;
5852298;Lansoprazol Basi;6,2;Laboratórios Basi - Indústria Farmacêutica, S.A;56;Cáps. gastrorresistente;15 mg;0;;;;
4884888;Sertralina Generis 50 mg Comprimidos Revestidos;6,68;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
4885182;Sertralina Generis 100 mg Comprimidos Revestidos;9,19;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;100 mg;0;;;;
5543095;Ramipril GP;5,93;GP - Genéricos Portugueses, Lda.;56;Cáps.;1.25 mg;0;;;;
4886792;Ramipril GP;6,25;GP - Genéricos Portugueses, Lda.;56;Cáps.;2.5 mg;0;;;;
4887691;Ramipril GP;12,59;GP - Genéricos Portugueses, Lda.;56;Cáps.;10 mg;0;;;;
5254677;Sinvastatina Bluefish;4,55;Bluefish Pharmaceuticals AB;56;Comp. revest. p/ película;10 mg;0;;;;
5254719;Sinvastatina Bluefish;5,25;Bluefish Pharmaceuticals AB;56;Comp. revest. p/ película;20 mg;0;;;;
5254727;Sinvastatina Bluefish;7,76;Bluefish Pharmaceuticals AB;56;Comp. revest. p/ película;40 mg;0;;;;
3542198;Lansoprazol Generis;9,35;Generis Farmacêutica, S.A.;56;Cáps. gastrorresistente;30 mg;0;;;;
4903282;Lisinopril Sandoz;5,07;Sandoz Farmacêutica, Lda.;56;Comp.;5 mg;0;;;;
4903589;Lisinopril Sandoz;8,19;Sandoz Farmacêutica, Lda.;56;Comp.;20 mg;0;;;;
4906889;Lisinopril Generis 5 mg Comprimidos;4,98;Generis Farmacêutica, S.A.;56;Comp.;5 mg;0;;;;
4907184;Lisinopril Generis 20 mg Comprimidos;9,54;Generis Farmacêutica, S.A.;56;Comp.;20 mg;0;;;;
5528088;Losartan + Hidroclorotiazida Generis 50 mg + 12,5 mg comprimidos;9,37;Generis Farmacêutica, S.A.;56;Comp. revest.;50 mg + 12.5 mg;0;;;;
5531280;Losartan Azevedos;8,3;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
5532684;Losartan Azevedos;13,56;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;56;Comp. revest. p/ película;100 mg;0;;;;
4966784;Ramipril Generis Phar;9,32;Generis Farmacêutica, S.A.;56;Cáps.;2.5 mg;0;;;;
4967980;Ramipril Generis Phar;12,21;Generis Farmacêutica, S.A.;56;Cáps.;5 mg;0;;;;
4969184;Ramipril Generis Phar;17,7;Generis Farmacêutica, S.A.;56;Cáps.;10 mg;0;;;;
5072749;Omeprazol Stada 20 mg cápsula dura gastrorresistente;3,6;Stada, Lda.;56;Cáps. gastrorresistente;20 mg;0;;;;
5170378;Cilazapril + Hidroclorotiazida Generis;13,42;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;5 mg + 12.5 mg;0;;;;
5183926;Omeprazol GP;11,28;GP - Genéricos Portugueses, Lda.;56;Cáps. gastrorresistente;40 mg;0;;;;
5357181;Finasterida Ciclum 5 mg Comprimidos;10,8;Ciclum Farma Unipessoal, Lda.;56;Comp. revest. p/ película;5 mg;0;;;;
5387386;Carvedilol Teva 6,25 mg comprimidos;5,29;Teva Pharma - Produtos Farmacêuticos, Lda.;56;Comp.;6.25 mg;0;;;;
5387980;Carvedilol Teva 25 mg comprimidos;8,43;Teva Pharma - Produtos Farmacêuticos, Lda.;56;Comp.;25 mg;0;;;;
5134978;Atorvastatina Limeg;9,58;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;10 mg;0;;;;
5137005;Valsartan Alter;11,3;Alter, S.A.;56;Comp. revest. p/ película;160 mg;0;;;;
5166541;Escitalopram Generis Phar;11,5;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;10 mg;0;;;;
5166723;Escitalopram Generis Phar;17,8;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;20 mg;0;;;;
5134333;Escitalopram Pharmakern;25,84;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;56;Comp. revest. p/ película;20 mg;0;;;;
5544085;Omeprazol Generis;16,33;Generis Farmacêutica, S.A.;56;Cáps. gastrorresistente;40 mg;0;;;;
4332987;Sinvastatina Bluepharma;5,9;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Comp. revest. p/ película;20 mg;0;;;;
5415989;Sertralina Pharmakern 50 mg Comprimidos;6,67;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;56;Comp. revest. p/ película;50 mg;0;;;;
5416284;Sertralina Pharmakern 100 mg Comprimidos;11,98;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;56;Comp. revest. p/ película;100 mg;0;;;;
5436886;Pravastatina Teva;6,07;Teva Pharma - Produtos Farmacêuticos, Lda.;56;Comp.;10 mg;0;;;;
5437181;Pravastatina Teva;8,85;Teva Pharma - Produtos Farmacêuticos, Lda.;56;Comp.;20 mg;0;;;;
5437488;Pravastatina Teva;12;Teva Pharma - Produtos Farmacêuticos, Lda.;56;Comp.;40 mg;0;;;;
5365192;Lisinopril + Hidroclorotiazida Labesfal 20 mg + 12.5 mg Comprimidos;11;Generis Farmacêutica, S.A.;56;Comp.;20 mg + 12.5 mg;0;;;;
5366596;Lisinopril + Hidroclorotiazida Jaba 20 mg + 12,5 mg Comprimidos;8,33;Jaba Recordati, S.A.;56;Comp.;20 mg + 12.5 mg;0;;;;
5148143;Losartan + Hidroclorotiazida Zentiva;4,24;Zentiva Portugal, Lda.;56;Comp. revest. p/ película;50 mg + 12.5 mg;0;;;;
5183272;Losartan + Hidroclorotiazida Basi;3,99;Laboratórios Basi - Indústria Farmacêutica, S.A;56;Comp. revest. p/ película;50 mg + 12.5 mg;0;;;;
5163704;Losartan + Hidroclorotiazida Stada;4,21;Stada, Lda.;56;Comp. revest. p/ película;50 mg + 12.5 mg;0;;;;
5149612;Donepezilo Sandoz;9,74;Sandoz Farmacêutica, Lda.;56;Comp. revest. p/ película;5 mg;0;;;;
5149646;Donepezilo Sandoz;16;Sandoz Farmacêutica, Lda.;56;Comp. revest. p/ película;10 mg;0;;;;
4407086;Carvedilol Sandoz;10,84;Sandoz Farmacêutica, Lda.;56;Comp.;25 mg;0;;;;
4877981;Omeprazol Bluepharma;6,68;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Cáps. gastrorresistente;20 mg;0;;;;
4471595;Omeprazol Labesfal 20mg cápsulas gastrorresistentes;6,68;Generis Farmacêutica, S.A.;56;Cáps. gastrorresistente;20 mg;0;;;;
5511787;Losartan + Hidroclorotiazida GP 50 mg + 12,5 mg Comprimidos;9,29;GP - Genéricos Portugueses, Lda.;56;Comp. revest. p/ película;50 mg + 12.5 mg;0;;;;
5567789;Lansoprazol Ciclum;5,19;Ciclum Farma Unipessoal, Lda.;56;Cáps. gastrorresistente;30 mg;0;;;;
5523287;Losartan + Hidroclorotiazida Azevedos 50 mg + 12,5 mg Comprimidos;9,23;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;56;Comp. revest. p/ película;50 mg + 12.5 mg;0;;;;
5735881;Carvedilol GP;5,75;GP - Genéricos Portugueses, Lda.;56;Comp.;6.25 mg;0;;;;
5736384;Carvedilol GP;10,84;GP - Genéricos Portugueses, Lda.;56;Comp.;25 mg;0;;;;
4740783;Sertralina Zentiva;5;Zentiva Portugal, Lda.;56;Comp. revest. p/ película;50 mg;0;;;;
4741989;Sertralina Zentiva;6,68;Zentiva Portugal, Lda.;56;Comp. revest. p/ película;100 mg;0;;;;
5039607;Lansoprazol KRKA 15 mg Cápsulas Gastrorresistentes;7,93;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;56;Cáps. gastrorresistente;15 mg;0;;;;
5039623;Lansoprazol KRKA 30 mg Cápsulas Gastrorresistentes;9,35;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;56;Cáps. gastrorresistente;30 mg;0;;;;
5756192;Carvedilol Labesfal 6.25 mg Comprimidos;5,63;Generis Farmacêutica, S.A.;56;Comp.;6.25 mg;0;;;;
5756598;Carvedilol Labesfal 25 mg Comprimidos;8,43;Generis Farmacêutica, S.A.;56;Comp.;25 mg;0;;;;
5026018;Losartan + Hidroclorotiazida KRKA 50 mg + 12,5 mg Comprimidos;6,68;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;56;Comp. revest. p/ película;50 mg + 12.5 mg;0;;;;
5767587;Losartan KRKA 50 mg Comprimidos;6,44;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;56;Comp. revest. p/ película;50 mg;0;;;;
5171830;Pantoprazol Bluepharma;9,6;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Comp. gastrorresistente;40 mg;0;;;;
5171616;Pantoprazol Ratiopharm;3,97;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;56;Comp. gastrorresistente;20 mg;0;;;;
5187141;Lansoprazol Bluepharma;8,9;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Cáps. gastrorresistente;30 mg;0;;;;
5187117;Lansoprazol Bluepharma;6,22;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Cáps. gastrorresistente;15 mg;0;;;;
5215132;Rabeprazol Ciclum;9,1;Ciclum Farma Unipessoal, Lda.;56;Comp. gastrorresistente;10 mg;0;;;;
5200803;Escitalopram Cinfa;13,82;Cinfa Portugal,Lda.;56;Comp. revest. p/ película;10 mg;0;;;;
5201959;Donepezilo Ratiopharm;32,23;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;56;Comp. revest. p/ película;10 mg;0;;;;
5201900;Donepezilo Ratiopharm;26,76;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;56;Comp. revest. p/ película;5 mg;0;;;;
5202148;Escitalopram Cinfa;24,95;Cinfa Portugal,Lda.;56;Comp. revest. p/ película;20 mg;0;;;;
5125802;Donepezilo Bluepharma;9,35;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;56;Comp. revest. p/ película;5 mg;0;;;;
5129622;Atorvastatina Parke-Davis;23,53;Parke-Davis - Produtos Farmacêuticos, Lda.;56;Comp. revest. p/ película;20 mg;0;;;;
5129572;Atorvastatina Parke-Davis;13,02;Parke-Davis - Produtos Farmacêuticos, Lda.;56;Comp. revest. p/ película;10 mg;0;;;;
5198148;Omeprazol Tolife;6;ToLife - Produtos Farmacêuticos, S.A.;56;Cáps. gastrorresistente;20 mg;0;;;;
5198221;Omeprazol Tolife;11;ToLife - Produtos Farmacêuticos, S.A.;56;Cáps. gastrorresistente;40 mg;0;;;;
5215207;Rabeprazol Ciclum;12;Ciclum Farma Unipessoal, Lda.;56;Comp. gastrorresistente;20 mg;0;;;;
5219456;Fluvastatina Generis;16;Generis Farmacêutica, S.A.;56;Cáps.;40 mg;0;;;;
5223433;Losartan Zentiva;4,5;Zentiva Portugal, Lda.;56;Comp. revest. p/ película;50 mg;0;;;;
5223441;Losartan Zentiva;9,89;Zentiva Portugal, Lda.;56;Comp. revest. p/ película;100 mg;0;;;;
5213814;Riluzol Aurovitas;139,39;Generis Farmacêutica, S.A.;56;Comp. revest. p/ película;50 mg;0;;;;
5216767;Escitalopram Ciclum;6,55;Ciclum Farma Unipessoal, Lda.;56;Comp. revest. p/ película;10 mg;0;;;;
5217518;Donepezilo Farmoz;8,57;Farmoz - Sociedade Técnico Medicinal, S.A.;56;Comp. revest. p/ película;10 mg;0;;;;
5217419;Donepezilo Fixime;11,25;Pentafarma - Sociedade Técnico-Medicinal, S.A.;56;Comp. revest. p/ película;10 mg;0;;;;
5217450;Donepezilo Farmoz;8,2;Farmoz - Sociedade Técnico Medicinal, S.A.;56;Comp. revest. p/ película;5 mg;0;;;;
5216726;Donepezilo Fixime;9,5;Pentafarma - Sociedade Técnico-Medicinal, S.A.;56;Comp. revest. p/ película;5 mg;0;;;;
5215355;Rabeprazol Generis;18,23;Generis Farmacêutica, S.A.;56;Comp. gastrorresistente;20 mg;0;;;;
5215306;Rabeprazol Generis;12,6;Generis Farmacêutica, S.A.;56;Comp. gastrorresistente;10 mg;0;;;;
5212030;Risperidona Generis;50,11;Generis Farmacêutica, S.A.;56;Comp. orodispersível;3 mg;0;;;;
